case,dimension,budget,curriculum,matched_static,margin,commutator_norm
43,12,3.3898768007758706,0.39648692594596385,0.3812861986927843,0.015200727253179558,2.263267510324355
44,2,1.1340927336865287,0.32224576321217746,0.32224215995357075,3.603258606710291e-06,0.026351268059225417
45,4,2.267756969116925,0.19177794788574284,0.19091332545620046,0.0008646224295423832,1.0785219544555371
46,8,3.1481261156230893,0.36802486369018733,0.3656953966204416,0.0023294670697457387,3.915044426172752
47,12,3.120007477766756,0.4178813184338418,0.41376455934796524,0.0041167590858765535,1.9359199974354984
48,2,1.9648386257286115,0.22295292877222328,0.22260525137347204,0.0003476773987512449,0.13572889783430364
49,4,2.2461891066766464,0.6093239743576606,0.6090864058080011,0.0002375685496595059,0.869074242726604
50,8,5.667896567468917,0.29982865854657936,0.2998255566254044,3.1019211749749864e-06,1.2061389081213072
51,12,2.059432044243568,0.7134543501657519,0.7019962097637841,0.011458140401967798,2.181073879712413
52,2,3.8941767209157834,0.010172294268650533,0.003592309714008441,0.0065799845546420915,1.1279446257642067
53,4,2.5668531347102865,0.2987092806171459,0.29493833902241723,0.003770941594728683,3.362760273517664
54,8,3.897423593576638,0.2671702018050638,0.22707111110148775,0.040099090703576035,2.1465989950165567
55,12,4.302372841458949,0.3615194316749791,0.3151909995612121,0.04632843211376697,4.781056329660637
56,2,0.9080142195992289,0.603018647037439,0.6030186041200214,4.2917417619747766e-08,0.009137900576804275
57,4,2.5090917400228783,0.16185760589488696,0.16141596551179882,0.0004416403830881377,0.9191350646140919
58,8,4.352525620322412,0.2276523335878352,0.21851725601096147,0.009135077576873735,3.334787841789087
59,12,4.791646065876034,0.3125939411802388,0.31234470578697543,0.0002492353932633806,3.285143327529776
60,2,4.113858477665079,0.036848462520347326,0.036837633891280495,1.0828629066830797e-05,0.027473996166618067
61,4,3.673944421810285,0.06084522989564219,0.0544162478644722,0.00642898203116999,1.7845918789696755
62,8,3.0109817989231784,0.6818226169566779,0.6387398864267743,0.043082730529903634,1.4535428376511002
63,12,5.051456342868141,0.6318707201208201,0.619342206377956,0.012528513742864122,2.3663361064341815
64,2,1.8080714797178827,0.3779857886725725,0.3765175492692698,0.0014682394033027069,0.6193600877965744
65,4,3.89230750363224,0.09188841735311329,0.09043382010145819,0.0014545972516551015,0.7745639646565464
66,8,2.3415480074463977,0.6063421078915922,0.5974744820739848,0.00886762581760736,1.9708391697619687
67,12,4.899779157997164,0.2441045467787512,0.24235527374853083,0.0017492730302203774,5.781719672153301
68,2,2.5199332546140787,0.18915515354077203,0.17664850350726946,0.01250665003350257,0.8719259520188611
69,4,4.162417465826279,0.06396168327317515,0.06390401102766867,5.7672245506484865e-05,1.754713602376784
70,8,3.023214722712855,0.37163454296677506,0.3703057366713238,0.0013288062954512347,4.152226929377992
71,12,0.9099288768937651,1.8928350155599933,1.8907099473896878,0.002125068170305555,2.033794991103607
72,2,5.076337917722654,0.2812770991066428,0.2799573475326879,0.0013197515739548638,0.5080297848134576
73,4,2.0385967438595958,0.5293034191388251,0.5249203393764847,0.004383079762340314,1.6512840183600725
74,8,4.23485074144951,0.5963219959097282,0.5853029648657153,0.011019031044012917,3.456113167154327
75,12,4.871460614298918,0.3977626431150591,0.2472480467942472,0.1505145963208119,3.8281376707537573
76,2,3.794164774660713,0.07571754110221526,0.07537616944612531,0.00034137165608995323,2.002361649853699
77,4,3.012302757718226,0.20873667544394794,0.20677056427125062,0.0019661111726973213,4.082909637266699
78,8,1.0214349026447627,1.1546643600946025,1.1543928038279239,0.00027155626667862975,3.0893523884829213
79,12,3.921400157858365,0.5502990850455534,0.48385602385490645,0.06644306119064691,2.102362097603484
80,2,5.049668667458869,0.0011858514127995317,0.0006613803517436323,0.0005244710610558994,2.508988008529402
81,4,5.234858685562981,0.13386047270596665,0.10806197940087255,0.02579849330509411,1.5020222172359523
82,8,3.860312332557717,0.20464307338384807,0.19780456883092354,0.006838504552924535,1.9896785378193826
83,12,3.9047217826254985,0.22932694101630424,0.22888374448617177,0.0004431965301324725,2.7169075716366726
84,2,2.7142506694354855,0.039907874036367225,0.03944482207129164,0.00046305196507558793,0.16286391230002994
85,4,2.7482141041082464,0.3368657230891481,0.33686571430396794,8.785180138914939e-09,0.7167258422741251
86,8,1.947477051967792,0.8783599148315879,0.8778008269900539,0.0005590878415340228,1.6678950607318328
87,12,4.930823774479299,0.3873230353594564,0.35702495152475316,0.030298083834703227,3.153115288305656
88,2,0.994762448918644,0.1452992734333493,0.14529828474585468,9.886874946241075e-07,0.3951844597407157
89,4,2.2711773619022337,0.4333944948553311,0.4326236332619317,0.0007708615933993967,2.4478944721068197
90,8,5.187257639007671,0.4091480911399434,0.4086996213916999,0.0004484697482434741,1.701999614104568
91,12,1.6691517959996747,0.9366227843528387,0.9366186676148548,4.1167379839501805e-06,2.253918286370195
92,2,1.6285644052981327,0.30090434859055415,0.29786108033112685,0.003043268259427301,1.0991239882961925
93,4,1.2128392666141785,0.5428927478876256,0.5428862690235837,6.478864041925547e-06,2.847392485302061
94,8,0.7908095472820837,1.156266809274976,1.1560487011362355,0.0002181081387404582,2.7604878132565305
95,12,1.9576797440894214,1.3185028878834801,1.304509653698622,0.013993234184858094,4.306560646781377
96,2,1.990596612725737,0.4517100642519093,0.4516186618295523,9.140242235700091e-05,0.24946126531256185
97,4,5.2261276874332925,0.34466413102650895,0.34307938290870377,0.0015847481178051792,0.6462514347773158
98,8,2.2569022432345727,0.6983525507370563,0.6983299106179335,2.2640119122785407e-05,2.256732115637347
99,12,3.7729845682745218,0.4384480485646237,0.43800504836729853,0.0004430001973251829,4.343972254060644
100,2,4.501510981958013,0.0005393359394273621,0.0003455103176496351,0.00019382562177772702,1.3409026823248928
101,4,1.5663848959567193,0.41388043126940455,0.4138772621026063,3.1691667982669536e-06,2.1573419741609534
102,8,1.6288765094842883,0.6832255713798474,0.6808610163438958,0.0023645550359515655,1.404296354732544
103,12,5.241674217218921,0.2612264420293325,0.2299733834211791,0.03125305860815339,2.744846000638745
104,2,1.014820489652471,0.502909941011306,0.5029099362702945,4.741011583320187e-09,0.02228478629175268
105,4,2.1577837874202825,0.3836402415199969,0.38235280904524854,0.0012874324747483845,1.317685026485781
106,8,3.449587521752822,0.19023479313600616,0.19015285059411896,8.194254188720329e-05,3.7706058258135644
107,12,3.324158953557445,0.5403729944943142,0.5223015758395191,0.018071418654795113,4.361185528431057
108,2,4.670618021433599,0.013378647047446197,0.013370951327338197,7.695720107999543e-06,0.14766412703869713
109,4,1.236279739983659,0.30567852701026976,0.30566624355180566,1.2283458464101837e-05,3.9745477894393573
110,8,3.7464287475820477,0.14473175534838112,0.14099919521606544,0.003732560132315682,3.1403768055733754
111,12,3.8299623586407376,0.9002262087776194,0.8790987630758385,0.021127445701780934,3.0994091016784835
112,2,0.5265192275793225,0.29869469612814475,0.2986795483900956,1.5147738049170467e-05,0.4350826890416172
113,4,2.8369814191777016,0.04826122832643569,0.048032965811063214,0.00022826251537247377,0.9317617685962
114,8,1.6103582230610436,0.6464072913802152,0.6450781929677312,0.0013290984124840755,3.6007972834535353
115,12,1.803033598519177,1.262206460196486,1.2612273109299355,0.0009791492665505164,1.8933929468918282
116,2,1.4692551113571461,0.1439005763595269,0.14388536337507435,1.5212984452561695e-05,0.18624197674584442
117,4,4.371545365560533,0.14121569637069492,0.14027244622288199,0.0009432501478129351,0.7729669635071683
118,8,2.133810276047992,0.9632747260216518,0.9630367441989647,0.00023798182268708334,1.5431685815465455
119,12,4.595260582074157,0.28026372089263957,0.2780423528381249,0.002221368054514672,2.570356431794551
120,2,3.6439406434352506,0.04788958449527246,0.046838995067144965,0.0010505894281274963,0.6117953444266099
121,4,3.2422971836190686,0.14506206702110203,0.14245390650737583,0.0026081605137261987,3.567259854699826
122,8,4.664066722867164,0.4558989915382525,0.454820130994732,0.0010788605435204657,1.3006273768829575
123,12,3.1900866521187834,0.5298277360855872,0.5188220113477188,0.011005724737868428,1.7783722387435132
124,2,2.417062749852536,0.0024894471350913753,0.002195548469455558,0.0002938986656358172,5.116869564463309
125,4,2.083213054758587,0.5619836545234103,0.5611251469600981,0.000858507563312183,1.2620172953572646
126,8,4.487873688553651,0.42108373201179733,0.4042938261660034,0.01678990584579393,1.3478481311354837
127,12,3.4711879676083655,0.8565368514218384,0.856076809239029,0.0004600421828094836,1.5215632354897164
128,2,2.772375071665623,0.00020646932064675847,0.00020487592758033977,1.5933930664186976e-06,1.7324686501138649
129,4,2.1582505776904664,0.3804980651196726,0.37866523572219335,0.001832829397479252,0.3666863662193388
130,8,2.588967210768412,1.1389510476439337,1.1343405660025658,0.004610481641367903,1.5467640883402642
131,12,1.6633900134109723,1.0515218708611371,1.0511893652070412,0.00033250565409592703,3.0330099335035507
132,2,1.2791115665741093,0.1506313068584627,0.15062838812428783,2.9187341748782014e-06,0.4357913497194741
133,4,4.134394664876368,0.24862672994958535,0.22910450424754392,0.01952222570204143,4.009477140169393
134,8,3.1705201863048167,0.2697922180892172,0.2632501702967763,0.0065420477924409415,2.7653301724941453
135,12,3.8237912257395394,0.35827351417568565,0.2930063605555437,0.06526715362014196,3.335158426984507
136,2,1.769011680813119,0.3378478683252275,0.3366100406529261,0.0012378276723014059,0.3840292665681546
137,4,3.3967149105358923,0.38231669258126966,0.38074989051029984,0.0015668020709698194,0.7980892977478733
138,8,3.132456991576746,0.3123272216463001,0.30770258145512164,0.004624640191178475,2.183471380415165
139,12,2.830545546803235,0.6101819204033725,0.6087942235875837,0.0013876968157887637,3.739552169457673
140,2,2.9848783488307764,0.05212911812431281,0.05212755019639617,1.5679279166402882e-06,1.1610211935648742
141,4,2.9339671936528897,0.07103674494417586,0.06891318531901927,0.0021235596251565902,2.004195477433891
142,8,2.98316555067194,0.5240691817379328,0.5168342298629135,0.007234951875019324,4.750177547985025
143,12,2.665246400410684,0.7185682050344372,0.7185674499602199,7.55074217262397e-07,3.4497744786802897
144,2,3.46242115441478,0.3318012183517174,0.3317989333609582,2.2849907591604435e-06,0.0020638199436108524
145,4,4.853731045423958,0.07391272438890295,0.07390263658657348,1.0087802329472595e-05,1.0747132033240516
146,8,2.8155988530981064,1.326485520627424,1.3262850796027805,0.0002004410246434496,1.3674877896146933
147,12,2.7435786841014815,0.674354799818779,0.6449413509564668,0.02941344886231223,1.8627210400622534
148,2,1.9751983789094705,0.47472867695937293,0.4747021545970219,2.6522362351011353e-05,0.04947247594935425
149,4,5.334145314462658,0.09539039570030348,0.09478252262364638,0.0006078730766571061,2.341888588239952
150,8,2.7374219668477378,0.6042012615023442,0.5922275832111625,0.011973678291181677,2.5622150371651746
151,12,2.67262075944066,0.6665877491344895,0.6553933450557707,0.011194404078718745,2.5759704004468156
152,2,3.2222094520134195,0.27081924242657485,0.2704656327111448,0.0003536097154300255,0.23607695338822043
153,4,2.926641300333264,0.1371450550066445,0.13022559449281057,0.006919460513833936,1.3942707493615327
154,8,4.207970607236092,0.22246880334140207,0.204139443519183,0.01832935982221906,1.9141206065422651
155,12,4.344509865921424,0.7232222814900083,0.7001643926532117,0.023057888836796603,3.559430100850501
156,2,1.8689028511873587,0.06791490196432212,0.0679148206121015,8.135222062666259e-08,0.20830975341944924
157,4,2.8146662132732807,0.14210307395861524,0.1420973814453374,5.692513277838485e-06,4.836473506166854
158,8,4.84444975359675,0.1696178370338591,0.133657633894235,0.035960203139624114,1.2613747218937386
159,12,3.94615985298796,0.6443801605658106,0.6375427527852014,0.0068374077806091504,3.2276106228955586
