case,sampling,angle_deg,budget,step_size,steps,batch_size,label_sigma,epsilon,ridge,examples,static_lower,static_upper,static_p,grid_points,relative_bracket_width,candidate_risk,candidate_method,candidate_schedule,pure_two_phase_risk,flow_preparation_risk,certified_gain,candidate_gain,prep_gain
183,example,45,1.0,0.05,20,8,0.1,0.1,0.02,160,0.12102487034872225,0.12102504649310605,0.5,1025,1.4554374396470479e-06,0.11935206962927869,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.11935206962927869,0.15033631711116477,1.01401568254861,1.0140171583871467,0.805028677159992
184,example,45,1.0,0.05,20,64,0.0,0.0,0.02,1280,0.08395094427743167,0.08395110619672438,0.5,1025,1.928733283519735e-06,0.08193792497792834,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.08193792497792834,0.11000214856284521,1.0245676138374944,1.0245695899589637,0.7631769678458814
185,example,45,1.0,0.05,20,64,0.0,0.0001,0.02,1280,0.08398674443362096,0.08398690636910561,0.5,1025,1.928103934855376e-06,0.08197414621544505,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.08197414621544505,0.11004160609756664,1.0245516215915977,1.0245535970374198,0.7632286491224052
186,example,45,1.0,0.05,20,64,0.0,0.01,0.02,1280,0.08753095989636114,0.08753112343484679,0.5,1025,1.868346700292983e-06,0.08556004872959627,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.08556004872959627,0.11394790203498922,1.02303541426202,1.0230373256504317,0.7681679247413365
187,example,45,1.0,0.05,20,64,0.0,0.1,0.02,1280,0.1197511004667265,0.11975127857794848,0.5,1025,1.4873429669779312e-06,0.1181591624946073,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.1181591624946073,0.1494596832842856,1.0134728271469584,1.013474334530882,0.8012279696202146
188,example,45,1.0,0.05,20,64,0.1,0.0,0.02,1280,0.0839531648071056,0.08395332672815536,0.5,1025,1.928703198231398e-06,0.08194015322577143,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.08194015322577143,0.11000413425577071,1.0245668515628434,1.0245688276520182,0.7631833775715684
189,example,45,1.0,0.05,20,64,0.1,0.0001,0.02,1280,0.08398896496329489,0.08398912690053659,0.5,1025,1.9280738790297457e-06,0.08197637446328812,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.08197637446328812,0.11004359179049214,1.0245508600884523,1.0245528355020121,0.7632350556172351
190,example,45,1.0,0.05,20,64,0.1,0.01,0.02,1280,0.08753318042603507,0.08753334396627777,0.5,1025,1.8683193773366438e-06,0.08556227697743934,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.08556227697743934,0.11394988772791473,1.023034724159052,1.0230366355182219,0.7681740255443393
191,example,45,1.0,0.05,20,64,0.1,0.1,0.02,1280,0.11975332099640046,0.11975349910937949,0.5,1025,1.4873300601402872e-06,0.11816139074245038,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.11816139074245038,0.14946166897721108,1.0134725077620312,1.013474015132399,0.8012321816614981
192,example,45,4.0,0.01,400,1,0.0,0.0,0.02,400,0.0008510214639223476,0.000851083777417925,0.5,4097,7.32166412177783e-05,0.0008451325674644378,mixed_two_phase,"[[200, 0.4255147033780908], [200, 0.75]]",0.0008572979941592999,0.0008572979941589842,1.0069680150601432,1.0070417472744448,0.992751392417341
193,example,45,4.0,0.01,400,1,0.0,0.0001,0.02,400,0.0008642771552156204,0.0008643394749425475,0.5,4097,7.210098431667692e-05,0.000859727987345185,mixed_two_phase,"[[200, 0.4255147033780908], [200, 0.75]]",0.000882275542770105,0.0008822755427698101,1.0052914037200105,1.0053638914461802,0.9796706732106002
194,example,45,4.0,0.01,400,1,0.0,0.01,0.02,400,0.002175646538786369,0.0021766535298797674,0.5,1025,0.00046263269720007137,0.0021766535298797674,static,"[[400, 0.5]]",0.003350311887536532,0.0033550528552393107,0.9995373673028,1.0,0.6487687746798583
195,example,45,4.0,0.01,400,1,0.0,0.1,0.02,400,0.014105684579063296,0.014106781302036304,0.5,1025,7.774438048814971e-05,0.014106781302036304,static,"[[400, 0.5]]",0.025414510069000078,0.025834846604962092,0.9999222556195119,1.0,0.5460369677336043
196,example,45,4.0,0.01,400,1,0.1,0.0,0.02,400,0.0008950086107179588,0.0008950709725698246,0.5,4097,6.967252181880023e-05,0.0008884377034871357,mixed_two_phase,"[[200, 0.4255147033780908], [200, 0.75]]",0.0008953187080170955,0.0008953187080167901,1.0073960247353666,1.0074662174473834,0.9997232991506295
197,example,45,4.0,0.01,400,1,0.1,0.0001,0.02,400,0.0009082643020112318,0.000908326670094447,0.5,4097,6.866261364844667e-05,0.0009030331233678829,mixed_two_phase,"[[200, 0.4255147033780908], [200, 0.75]]",0.0009202962566279005,0.0009202962566276021,1.0057928978549968,1.0058619629663437,0.9869937680970069
198,example,45,4.0,0.01,400,1,0.1,0.01,0.02,400,0.0022196329602376563,0.002220640725031667,0.5,1025,0.00045381712703491023,0.002220640725031667,static,"[[400, 0.5]]",0.0033883692159241384,0.0033930735690971027,0.999546182872965,1.0,0.6544628873527725
199,example,45,4.0,0.01,400,1,0.1,0.1,0.02,400,0.014149671000514584,0.014150768497188205,0.5,1025,7.755739017559083e-05,0.014150768497188205,static,"[[400, 0.5]]",0.025452924450711716,0.025872867318819884,0.9999224426098244,1.0,0.5469346834587197
200,example,45,4.0,0.01,400,8,0.0,0.0,0.02,3200,0.0004969903209903813,0.0004970528430485628,0.5,4097,0.0001257855357954512,0.00031156175276104286,pure_two_phase,"[[87, 1.0], [313, 0.0]]",0.00031156175276104286,0.0003121482240663817,1.595158316404632,1.595358989489911,1.5923615921097123
201,example,45,4.0,0.01,400,8,0.0,0.0001,0.02,3200,0.000510187054009782,0.0005102495823201695,0.5,4097,0.00012254455967035662,0.0003365955132625664,pure_two_phase,"[[87, 1.0], [313, 0.0]]",0.0003365955132625664,0.00033710890847327146,1.5157274351776724,1.5159132020935215,1.5136045636735995
202,example,45,4.0,0.01,400,8,0.0,0.01,0.02,3200,0.0018157163994552536,0.0018167267702091,0.5,1025,0.0005561489875167229,0.0018167267702091,static,"[[400, 0.5]]",0.0028078579787059674,0.0028082166647546668,0.9994438510124832,1.0,0.6469325508285928
203,example,45,4.0,0.01,400,8,0.0,0.1,0.02,3200,0.013692691710862565,0.013693792114653883,0.5,1025,8.035785720311484e-05,0.013693792114653883,static,"[[400, 0.5]]",0.024905291372608503,0.025272832630949076,0.9999196421427969,1.0,0.5418384363407086
204,example,45,4.0,0.01,400,8,0.1,0.0,0.02,3200,0.0005024362743437111,0.0005024988025436996,0.5,4097,0.00012443452535984139,0.00031627295347272377,pure_two_phase,"[[87, 1.0], [313, 0.0]]",0.00031627295347272377,0.00031686402081285495,1.5886160002835734,1.5888137035626615,1.585849984654722
205,example,45,4.0,0.01,400,8,0.1,0.0001,0.02,3200,0.0005156330073631119,0.0005156955418153062,0.5,4097,0.00012126234788491362,0.00034130671397424733,pure_two_phase,"[[87, 1.0], [313, 0.0]]",0.00034130671397424733,0.00034182470521974817,1.5107613951069772,1.5109446157986128,1.5086549741446629
206,example,45,4.0,0.01,400,8,0.1,0.01,0.02,3200,0.0018211622606807364,0.0018221727297042366,0.5,1025,0.0005545407452477053,0.0018221727297042366,static,"[[400, 0.5]]",0.0028125782781545164,0.0028129324615011296,0.9994454592547523,1.0,0.6477840313065423
207,example,45,4.0,0.01,400,8,0.1,0.1,0.02,3200,0.013698137572088048,0.01369923807414902,0.5,1025,8.033308531574596e-05,0.01369923807414902,static,"[[400, 0.5]]",0.024910051947146183,0.025277548427695546,0.9999196669146843,1.0,0.5419527970971797
208,example,45,4.0,0.01,400,64,0.0,0.0,0.02,25600,0.0004534470082834665,0.00045350955594336984,0.5,4097,0.00013791916638495724,0.0002435612854226124,pure_two_phase,"[[87, 1.0], [313, 0.0]]",0.0002435612854226124,0.00024469384449065865,1.8617368006441313,1.8619936052499815,1.853375416481647
209,example,45,4.0,0.01,400,64,0.0,0.0001,0.02,25600,0.00046663647812979767,0.000466699032044467,0.5,4097,0.0001340348069618043,0.00026859295446191034,pure_two_phase,"[[87, 1.0], [313, 0.0]]",0.00026859295446191034,0.0002696524428176389,1.7373370015034115,1.7375698963490513,1.7307428301700467
210,example,45,4.0,0.01,400,64,0.0,0.01,0.02,25600,0.0017714463804223927,0.0017724571660526472,0.5,1025,0.0005702736571657598,0.0017724571660526472,static,"[[400, 0.5]]",0.0027405536771871915,0.0027405536771872192,0.9994297263428342,1.0,0.6467514870468866
211,example,45,4.0,0.01,400,64,0.0,0.1,0.02,25600,0.013641884801399171,0.013642985657036082,0.5,1025,8.069022900005364e-05,0.013642985657036082,static,"[[400, 0.5]]",0.024841938736354072,0.025203292171456042,0.999919309771,1.0,0.5413176010587787
212,example,45,4.0,0.01,400,64,0.1,0.0,0.02,25600,0.0004541269408280108,0.0004541894892571693,0.5,4097,0.0001377143915435624,0.00024414961693049186,pure_two_phase,"[[87, 1.0], [313, 0.0]]",0.00024414961693049186,0.0002452827493433854,1.8600354427641734,1.8602916316943259,1.8516976447508886
213,example,45,4.0,0.01,400,64,0.1,0.0001,0.02,25600,0.000467316410674342,0.0004673789653582665,0.5,4097,0.00013384146177084944,0.0002691812859697898,pure_two_phase,"[[87, 1.0], [313, 0.0]]",0.0002691812859697898,0.0002702413476703587,1.7360657483699995,1.7362981370507324,1.7294872505164416
214,example,45,4.0,0.01,400,64,0.1,0.01,0.02,25600,0.0017721263014280045,0.0017731370993664466,0.5,1025,0.0005700619195229395,0.0017731370993664466,static,"[[400, 0.5]]",0.0027411425820399182,0.0027411425820399425,0.9994299380804771,1.0,0.6468605868896058
215,example,45,4.0,0.01,400,64,0.1,0.1,0.02,25600,0.013642564722404785,0.013643665590349883,0.5,1025,8.068710991251383e-05,0.013643665590349883,static,"[[400, 0.5]]",0.02484253322640169,0.02520388107630878,0.9999193128900875,1.0,0.5413319301516105
216,example,45,4.0,0.05,80,1,0.0,0.0,0.02,80,0.0025851828502816876,0.0025861367397425105,0.5,1025,0.00036884726401506106,0.0025861367397425105,static,"[[80, 0.5]]",0.003594885938095496,0.003594885938095548,0.9996311527359849,1.0,0.7193932670677613
217,example,45,4.0,0.05,80,1,0.0,0.0001,0.02,80,0.0025986750562997513,0.0025996290411495204,0.5,1025,0.0003669696078434805,0.0025996290411495204,static,"[[80, 0.5]]",0.0036196619047749387,0.003619661904774984,0.9996330303921566,1.0,0.7181966464105786
218,example,45,4.0,0.05,80,1,0.0,0.01,0.02,80,0.003934403452087656,0.003935366880443087,0.5,1025,0.0002448128433004039,0.003935366880443087,static,"[[80, 0.5]]",0.006072482606039611,0.00607248260603967,0.9997551871566996,1.0,0.6480655665491714
219,example,45,4.0,0.05,80,1,0.0,0.1,0.02,80,0.01607738886834135,0.016078438146748256,0.5,1025,6.525997098274574e-05,0.016078438146748256,static,"[[80, 0.5]]",0.027956145646597933,0.028370852617536746,0.9999347400290173,1.0,0.5667238261570526
220,example,45,4.0,0.05,80,1,0.1,0.0,0.02,80,0.0028182425876263264,0.0028191998789756046,0.5,1025,0.0003395613615115847,0.0028191998789756046,static,"[[80, 0.5]]",0.003796763849062877,0.0037967638490629223,0.9996604386384884,1.0,0.7425270548947652
221,example,45,4.0,0.05,80,1,0.1,0.0001,0.02,80,0.0028317347936443905,0.0028326921803826146,0.5,1025,0.0003379776824514727,0.0028326921803826146,static,"[[80, 0.5]]",0.0038215398157423197,0.003821539815742365,0.9996620223175485,1.0,0.7412436653711382
222,example,45,4.0,0.05,80,1,0.1,0.01,0.02,80,0.004167463189432295,0.004168430019676182,0.5,1025,0.0002319410999639577,0.004168430019676182,static,"[[80, 0.5]]",0.006274360517006992,0.0062743605170070445,0.9997680589000361,1.0,0.6643593412232837
223,example,45,4.0,0.05,80,1,0.1,0.1,0.02,80,0.01631044860568599,0.01631150128598135,0.5,1025,6.453607653296357e-05,0.01631150128598135,static,"[[80, 0.5]]",0.028160537181994044,0.02857273052850412,0.999935463923467,1.0,0.5708765310234881
224,example,45,4.0,0.05,80,8,0.0,0.0,0.02,640,0.0006480276697734403,0.0006480884623473286,0.5,4097,9.380289485194395e-05,0.0006116179452463968,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0006116179452463968,0.000657474274463922,1.0595301769838938,1.0596295733053405,0.9857244420334983
225,example,45,4.0,0.05,80,8,0.0,0.0001,0.02,640,0.0006611997593817012,0.000661260558034847,0.5,4097,9.194356506978026e-05,0.0006366687508861449,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0006366687508861449,0.0006821593670720306,1.0385302537016508,1.0386257486557555,0.9693637439490339
226,example,45,4.0,0.05,80,8,0.0,0.01,0.02,640,0.0019643155724723025,0.0019652980310987623,0.5,1025,0.0004999031245711459,0.0019652980310987623,static,"[[80, 0.5]]",0.003116698509220632,0.0031259835352739213,0.9995000968754288,1.0,0.6286974991781422
227,example,45,4.0,0.05,80,8,0.0,0.1,0.02,640,0.013819114145416967,0.013820184149861626,0.5,1025,7.742331310899942e-05,0.013820184149861626,static,"[[80, 0.5]]",0.025179522620695487,0.025342566882563953,0.999922576686891,1.0,0.5453348200244905
228,example,45,4.0,0.05,80,8,0.1,0.0,0.02,640,0.0006757506295648881,0.0006758114509590914,0.5,4097,8.999757863966088e-05,0.0006357320272011233,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0006357320272011233,0.0006817053309441726,1.0629488536859641,1.0630445251192109,0.9913542116842212
229,example,45,4.0,0.05,80,8,0.1,0.0001,0.02,640,0.000688922719173149,0.0006889835466466097,0.5,4097,8.828581430828444e-05,0.0006607828328408713,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0006607828328408713,0.0007063904235522882,1.0425856800959814,1.0426777337487665,0.97535799421212
230,example,45,4.0,0.05,80,8,0.1,0.01,0.02,640,0.0019920380999413033,0.001993021019710525,0.5,1025,0.000493180834271659,0.001993021019710525,static,"[[80, 0.5]]",0.0031408125911753654,0.003150214591754179,0.9995068191657284,1.0,0.6326619859254486
231,example,45,4.0,0.05,80,8,0.1,0.1,0.02,640,0.013846836672885967,0.013847907138473389,0.5,1025,7.730161509009378e-05,0.013847907138473389,static,"[[80, 0.5]]",0.02520395408318928,0.02536679793904421,0.9999226983849099,1.0,0.5459067861757549
232,example,45,4.0,0.05,80,64,0.0,0.0,0.02,5120,0.0004255382618216949,0.0004255991904827767,0.5,4097,0.00014315972032911826,0.0002488151417041201,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0002488151417041201,0.00030966257121031043,1.7102587041415913,1.710503579355634,1.374396617645233
233,example,45,4.0,0.05,80,64,0.0,0.0001,0.02,5120,0.0004386732284801776,0.0004387341632341255,0.5,4097,0.0001388876432570326,0.00027385505142466654,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.00027385505142466654,0.00033433692626362935,1.6018445750702177,1.6020670823916308,1.312251590445554
234,example,45,4.0,0.05,80,64,0.0,0.01,0.02,5120,0.0017381118022456409,0.0017390964656173059,0.5,1025,0.0005661924977321341,0.0017390964656173059,static,"[[80, 0.5]]",0.0027528061137579163,0.002777098076541702,0.9994338075022678,1.0,0.6262279608730955
235,example,45,4.0,0.05,80,64,0.0,0.1,0.02,5120,0.013559499536175728,0.013560571941828036,0.5,1025,7.908262696503821e-05,0.013560571941828036,static,"[[80, 0.5]]",0.024845963525481476,0.02498401762452424,0.999920917373035,1.0,0.5427698677460513
236,example,45,4.0,0.05,80,64,0.1,0.0,0.02,5120,0.0004289826570671898,0.00042904358936701834,0.5,4097,0.00014201890283096013,0.00025181458863882816,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.00025181458863882816,0.0003126764840664653,1.7035655455310799,1.703807518405479,1.3721645573954229
237,example,45,4.0,0.05,80,64,0.1,0.0001,0.02,5120,0.00044211762372567247,0.00044217856211836715,0.5,4097,0.00013781399171126885,0.0002768544983593746,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0002768544983593746,0.0003373508391197877,1.5969313352162908,1.5971514450322981,1.310737993929687
238,example,45,4.0,0.05,80,64,0.1,0.01,0.02,5120,0.0017415561429074303,0.0017425408645015475,0.5,1025,0.0005651067439379207,0.0017425408645015475,static,"[[80, 0.5]]",0.0027558055606926243,0.0027801119893978536,0.999434893256062,1.0,0.6267880111113674
239,example,45,4.0,0.05,80,64,0.1,0.1,0.02,5120,0.013562943876837515,0.013564016340712276,0.5,1025,7.906683741909542e-05,0.013564016340712276,static,"[[80, 0.5]]",0.02484899046847434,0.024987031537380387,0.9999209331625809,1.0,0.542842246803932
240,example,45,8.0,0.01,800,1,0.0,0.0,0.02,800,9.991664425119412e-05,9.998367389116736e-05,0.5,4097,0.0006704058509212419,9.998367389116736e-05,static,"[[800, 0.5]]",0.0005158355332792186,0.0005158518174700408,0.9993295941490787,1.0,0.1938224709210686
241,example,45,8.0,0.01,800,1,0.0,0.0001,0.02,800,0.00010342105438684354,0.00010348809072978078,0.5,4097,0.0006477686704287804,0.00010348809072978078,static,"[[800, 0.5]]",0.0005370367617030629,0.0005371151463587319,0.9993522313295712,1.0,0.19267393859837736
242,example,45,8.0,0.01,800,1,0.0,0.01,0.02,800,0.0004503576578161551,0.0004504253577525281,0.5,4097,0.00015030223145249156,0.0004504253577525281,static,"[[800, 0.5]]",0.0026349431203919436,0.0026421847063371057,0.9998496977685475,1.0,0.17047459122453196
243,example,45,8.0,0.01,800,1,0.0,0.1,0.02,800,0.0036032207790849657,0.0036044005125047615,0.5,1025,0.00032730364333901995,0.0036044005125047615,static,"[[800, 0.5]]",0.021384238998712193,0.021779180706140558,0.999672696356661,1.0,0.16549752541832366
244,example,45,8.0,0.01,800,1,0.1,0.0,0.02,800,0.0001488886820880222,0.00014895581603938785,0.5,4097,0.0004506970801858284,0.00014895581603938785,static,"[[800, 0.5]]",0.0005557434602037024,0.0005557434602034665,0.9995493029198141,1.0,0.26802981358494576
245,example,45,8.0,0.01,800,1,0.1,0.0001,0.02,800,0.00015239309222367164,0.00015246023287800127,0.5,4097,0.00044038142315676136,0.00015246023287800127,static,"[[800, 0.5]]",0.0005769599793580063,0.0005770067890921542,0.9995596185768433,1.0,0.2642260641644751
246,example,45,8.0,0.01,800,1,0.1,0.01,0.02,800,0.0004993296956529832,0.0004993974999007486,0.5,4097,0.00013577210093930424,0.0004993974999007486,static,"[[800, 0.5]]",0.002674897291835291,0.0026820763490705314,0.9998642278990607,1.0,0.1861980924121768
247,example,45,8.0,0.01,800,1,0.1,0.1,0.02,800,0.0036521912522330838,0.003653372654652982,0.5,1025,0.000323373094281474,0.003653372654652982,static,"[[800, 0.5]]",0.021424495999619753,0.021819072348873987,0.9996766269057186,1.0,0.16743941246620053
248,example,45,8.0,0.01,800,8,0.0,0.0,0.02,6400,1.265042975371573e-05,1.265456547774272e-05,0.5,16385,0.0003268167551279417,1.265456547774272e-05,static,"[[800, 0.5]]",6.423898404578354e-05,6.42389840459813e-05,0.9996731832448721,1.0,0.1969919927233714
249,example,45,8.0,0.01,800,8,0.0,0.0001,0.02,6400,1.6132291843956114e-05,1.6136427981555505e-05,0.5,16385,0.00025632299813313015,1.6136427981555505e-05,static,"[[800, 0.5]]",8.54885640833615e-05,8.548856408355579e-05,0.9997436770018668,1.0,0.18875539850902046
250,example,45,8.0,0.01,800,8,0.0,0.01,0.02,6400,0.000360773982364224,0.00036084081585900174,0.5,4097,0.00018521600617342094,0.00036084081585900174,static,"[[800, 0.5]]",0.002186800124771994,0.002189196987802868,0.9998147839938266,1.0,0.16482793365303797
251,example,45,8.0,0.01,800,8,0.0,0.1,0.02,6400,0.0034933524236449662,0.003494517069290327,0.5,1025,0.00033327799586257485,0.003494517069290327,static,"[[800, 0.5]]",0.02096817336437153,0.02131381902161475,0.9996667220041374,1.0,0.16395546315498272
252,example,45,8.0,0.01,800,8,0.1,0.0,0.02,6400,1.87081531557771e-05,1.871228968131815e-05,0.5,16385,0.00022105929373146063,1.871228968131815e-05,static,"[[800, 0.5]]",6.918750642641996e-05,6.918750642661425e-05,0.9997789407062685,1.0,0.2704576396486537
253,example,45,8.0,0.01,800,8,0.1,0.0001,0.02,6400,2.219001524601748e-05,2.2194152185130937e-05,0.5,16385,0.0001863977086823497,2.2194152185130937e-05,static,"[[800, 0.5]]",9.043708646399792e-05,9.043708646418874e-05,0.9998136022913177,1.0,0.24540985399744575
254,example,45,8.0,0.01,800,8,0.1,0.01,0.02,6400,0.0003668316937435393,0.0003668985400625772,0.5,4097,0.000182192927304813,0.0003668985400625772,static,"[[800, 0.5]]",0.002191752528123536,0.0021941455101834977,0.9998178070726952,1.0,0.16721705026386022
255,example,45,8.0,0.01,800,8,0.1,0.1,0.02,6400,0.0034994099426564913,0.0035005747934939027,0.5,1025,0.00033275987691405923,0.0035005747934939027,static,"[[800, 0.5]]",0.020973163692837225,0.02131876754399538,0.9996672401230859,1.0,0.16420155556693383
256,example,45,8.0,0.01,800,64,0.0,0.0,0.02,51200,1.9287288924598195e-06,1.9289869572336037e-06,0.5,65537,0.00013378253949126163,1.9289869572336037e-06,static,"[[800, 0.5]]",8.320246104261131e-06,8.320246104222967e-06,0.9998662174605087,1.0,0.23184253603442576
257,example,45,8.0,0.01,800,64,0.0,0.0001,0.02,51200,5.403951337056834e-06,5.4080807891485234e-06,0.5,16385,0.0007635707106993851,5.4080807891485234e-06,static,"[[800, 0.5]]",2.9568121542082604e-05,2.956812154204097e-05,0.9992364292893006,1.0,0.18290241337986685
258,example,45,8.0,0.01,800,64,0.0,0.01,0.02,51200,0.0003497716446622623,0.00034983837014860024,0.5,4097,0.00019073232678739306,0.00034983837014860024,static,"[[800, 0.5]]",0.002131190832030949,0.0021331077898850866,0.9998092676732127,1.0,0.16400407509057313
259,example,45,8.0,0.01,800,64,0.0,0.1,0.02,51200,0.00347986005405969,0.003481022818870888,0.5,1025,0.00033402964349867005,0.003481022818870888,static,"[[800, 0.5]]",0.020916492119306882,0.021256195683912713,0.9996659703565013,1.0,0.1637650909238394
260,example,45,8.0,0.01,800,64,0.1,0.0,0.02,51200,2.684958287254332e-06,2.685216358277098e-06,0.5,65537,9.610809273170627e-05,2.685216358277098e-06,static,"[[800, 0.5]]",8.93822420467566e-06,8.938224204640965e-06,0.9999038919072682,1.0,0.3004194453841135
261,example,45,8.0,0.01,800,64,0.1,0.0001,0.02,51200,6.1601806381165595e-06,6.164310190192018e-06,0.5,16385,0.000669913088090306,6.164310190192018e-06,static,"[[800, 0.5]]",3.0186099642497133e-05,3.018609964245897e-05,0.9993300869119097,1.0,0.20421022467975497
262,example,45,8.0,0.01,800,64,0.1,0.01,0.02,51200,0.0003505278724635607,0.00035059459954964373,0.5,4097,0.00019032548182071847,0.00035059459954964373,static,"[[800, 0.5]]",0.002131809294232425,0.0021337257679855046,0.9998096745181793,1.0,0.1643109929166987
263,example,45,8.0,0.01,800,64,0.1,0.1,0.02,51200,0.003480616257864301,0.0034817790482719315,0.5,1025,0.00033396444504651073,0.0034817790482719315,static,"[[800, 0.5]]",0.020917115311500478,0.021256813662013135,0.9996660355549535,1.0,0.16379590580379524
264,example,45,8.0,0.05,160,1,0.0,0.0,0.02,160,0.0005443780497732811,0.0005444471143905253,0.5,4097,0.0001268527565280392,0.0005444471143905253,static,"[[160, 0.5]]",0.0028068113997718226,0.00280681139977184,0.999873147243472,1.0,0.19397352969094478
265,example,45,8.0,0.05,160,1,0.0,0.0001,0.02,160,0.0005479657797211783,0.0005480348512448842,0.5,4097,0.00012603491100795245,0.0005480348512448842,static,"[[160, 0.5]]",0.0028278992035188945,0.0028278992035189188,0.9998739650889921,1.0,0.19379575147619574
266,example,45,8.0,0.05,160,1,0.0,0.01,0.02,160,0.0009031510445629151,0.0009032207998263318,0.5,4097,7.722946972668153e-05,0.0009032207998263318,static,"[[160, 0.5]]",0.004915591774479089,0.004915591774479103,0.9999227705302733,1.0,0.1837460963531791
267,example,45,8.0,0.05,160,1,0.0,0.1,0.02,160,0.004130968420114689,0.004132183968748587,0.5,1025,0.0002941661463019778,0.004132183968748587,static,"[[160, 0.5]]",0.02348977486005785,0.02389461514684442,0.999705833853698,1.0,0.17293369001150424
268,example,45,8.0,0.05,160,1,0.1,0.0,0.02,160,0.0008046809044037315,0.0008047505190947523,0.5,4097,8.650468607234813e-05,0.0008047505190947523,static,"[[160, 0.5]]",0.0030180223999572466,0.0030180223999572535,0.9999134953139277,1.0,0.26664829230762194
269,example,45,8.0,0.05,160,1,0.1,0.0001,0.02,160,0.0008082686343516287,0.0008083382559491113,0.5,4097,8.612928680560231e-05,0.0008083382559491113,static,"[[160, 0.5]]",0.0030391102037043184,0.0030391102037043358,0.9999138707131944,1.0,0.2659785929986472
270,example,45,8.0,0.05,160,1,0.1,0.01,0.02,160,0.0011623993086019003,0.001163524204530559,0.5,1025,0.0009668006254433773,0.001163524204530559,static,"[[160, 0.5]]",0.005126802774664513,0.00512680277466452,0.9990331993745566,1.0,0.22694928119342292
271,example,45,8.0,0.05,160,1,0.1,0.1,0.02,160,0.004391263023545018,0.004392487373452813,0.5,1025,0.0002787372628992236,0.004392487373452813,static,"[[160, 0.5]]",0.02370316884906551,0.024105826147029843,0.9997212627371008,1.0,0.18221683615659967
272,example,45,8.0,0.05,160,8,0.0,0.0,0.02,1280,6.289520338350226e-05,6.28992574575602e-05,0.5,16385,6.445344860674947e-05,6.28992574575602e-05,static,"[[160, 0.5]]",0.0003467174144776049,0.0003766470388120967,0.9999355465513933,1.0,0.16699788124164613
273,example,45,8.0,0.05,160,8,0.0,0.0001,0.02,1280,6.629826116216243e-05,6.636313363156637e-05,0.5,4097,0.0009775377661352751,6.636313363156637e-05,static,"[[160, 0.5]]",0.0003680458359834292,0.0003976615937846019,0.9990224622338647,1.0,0.16688343724617458
274,example,45,8.0,0.05,160,8,0.0,0.01,0.02,1280,0.0004092213602155164,0.00040928687485815014,0.5,4097,0.0001600702261865549,0.00040928687485815014,static,"[[160, 0.5]]",0.0024781025360612677,0.0024781025360613405,0.9998399297738134,1.0,0.16516139623046616
275,example,45,8.0,0.05,160,8,0.0,0.1,0.02,1280,0.003525633725446394,0.0035267754314634607,0.5,1025,0.0003237251816151904,0.0035267754314634607,static,"[[160, 0.5]]",0.021226406786297083,0.02139120201130455,0.9996762748183848,1.0,0.16487037192204887
276,example,45,8.0,0.05,160,8,0.1,0.0,0.02,1280,9.36491339479716e-05,9.371406295768329e-05,0.5,4097,0.0006928416895232856,9.371406295768329e-05,static,"[[160, 0.5]]",0.00037198343871720774,0.00040201375773120385,0.9993071583104767,1.0,0.23311158176915622
277,example,45,8.0,0.05,160,8,0.1,0.0001,0.02,1280,9.711300363537948e-05,9.717793913168946e-05,0.5,4097,0.0006682123215432963,9.717793913168946e-05,static,"[[160, 0.5]]",0.00039331186022303205,0.00042302831270370905,0.9993317876784567,1.0,0.22971970483628912
278,example,45,8.0,0.05,160,8,0.1,0.01,0.02,1280,0.0004400361026887335,0.0004401016803582732,0.5,4097,0.00014900572405531745,0.0004401016803582732,static,"[[160, 0.5]]",0.0025034692549803818,0.0025034692549804546,0.9998509942759447,1.0,0.1757967186865689
279,example,45,8.0,0.05,160,8,0.1,0.1,0.02,1280,0.003556447522462627,0.0035575902369635835,0.5,1025,0.0003212046427055518,0.0035575902369635835,static,"[[160, 0.5]]",0.021251946653777328,0.021416568730223653,0.9996787953572944,1.0,0.16611392243907933
280,example,45,8.0,0.05,160,64,0.0,0.0,0.02,10240,8.052821175841246e-06,8.056842856976913e-06,0.5,16385,0.0004991634076845123,8.056842856976913e-06,static,"[[160, 0.5]]",4.4844093055107503e-05,8.782102592843136e-05,0.9995008365923155,1.0,0.09174161622232398
