case,sampling,angle_deg,budget,step_size,steps,batch_size,label_sigma,epsilon,ridge,examples,static_lower,static_upper,static_p,grid_points,relative_bracket_width,candidate_risk,candidate_method,candidate_schedule,pure_two_phase_risk,flow_preparation_risk,certified_gain,candidate_gain,prep_gain
649,batch,45,4.0,0.05,80,1,0.0,0.0001,0.02,80,0.0025986750562997513,0.0025996290411495204,0.5,1025,0.0003669696078434805,0.0025996290411495204,static,"[[80, 0.5]]",0.0036196619047749387,0.003619661904774984,0.9996330303921566,1.0,0.7181966464105786
650,batch,45,4.0,0.05,80,1,0.0,0.01,0.02,80,0.003934403452087656,0.003935366880443087,0.5,1025,0.0002448128433004039,0.003935366880443087,static,"[[80, 0.5]]",0.006072482606039611,0.00607248260603967,0.9997551871566996,1.0,0.6480655665491714
651,batch,45,4.0,0.05,80,1,0.0,0.1,0.02,80,0.01607738886834135,0.016078438146748256,0.5,1025,6.525997098274574e-05,0.016078438146748256,static,"[[80, 0.5]]",0.027956145646597933,0.028370852617536746,0.9999347400290173,1.0,0.5667238261570526
652,batch,45,4.0,0.05,80,1,0.1,0.0,0.02,80,0.0028182425876263264,0.0028191998789756046,0.5,1025,0.0003395613615115847,0.0028191998789756046,static,"[[80, 0.5]]",0.003796763849062877,0.0037967638490629223,0.9996604386384884,1.0,0.7425270548947652
653,batch,45,4.0,0.05,80,1,0.1,0.0001,0.02,80,0.0028317347936443905,0.0028326921803826146,0.5,1025,0.0003379776824514727,0.0028326921803826146,static,"[[80, 0.5]]",0.0038215398157423197,0.003821539815742365,0.9996620223175485,1.0,0.7412436653711382
654,batch,45,4.0,0.05,80,1,0.1,0.01,0.02,80,0.004167463189432295,0.004168430019676182,0.5,1025,0.0002319410999639577,0.004168430019676182,static,"[[80, 0.5]]",0.006274360517006992,0.0062743605170070445,0.9997680589000361,1.0,0.6643593412232837
655,batch,45,4.0,0.05,80,1,0.1,0.1,0.02,80,0.01631044860568599,0.01631150128598135,0.5,1025,6.453607653296357e-05,0.01631150128598135,static,"[[80, 0.5]]",0.028160537181994044,0.02857273052850412,0.999935463923467,1.0,0.5708765310234881
656,batch,45,4.0,0.05,80,8,0.0,0.0,0.02,640,0.0011749774872778604,0.0011759674062008342,0.5,1025,0.0008417911225719343,0.0006116179452463968,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0006116179452463968,0.000657474274463922,1.9210971430939754,1.9227156680745905,1.788613565389567
657,batch,45,4.0,0.05,80,8,0.0,0.0001,0.02,640,0.001188203707531121,0.001189193725445987,0.5,1025,0.0008325118890907989,0.0006366687508861449,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0006366687508861449,0.0006821593670720306,1.8662824363176682,1.8678374331876857,1.7432784519990583
658,batch,45,4.0,0.05,80,8,0.0,0.01,0.02,640,0.002497599512603443,0.0024985993307156465,0.5,1025,0.00040015143681210977,0.0024985993307156465,static,"[[80, 0.5]]",0.003116698509220632,0.0031259835352739213,0.9995998485631878,1.0,0.7993002210412158
659,batch,45,4.0,0.05,80,8,0.0,0.1,0.02,640,0.01440119774053364,0.014402286651348913,0.5,1025,7.560680061662005e-05,0.014402286651348913,static,"[[80, 0.5]]",0.025179522620695487,0.025342566882563953,0.9999243931993834,1.0,0.5683041784239263
660,batch,45,4.0,0.05,80,8,0.1,0.0,0.02,640,0.001202914223494544,0.001203904601642939,0.5,1025,0.0008226383943074943,0.0006357320272011233,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0006357320272011233,0.0006817053309441726,1.8921718145780695,1.8937296693124852,1.7660190510400033
661,batch,45,4.0,0.05,80,8,0.1,0.0001,0.02,640,0.0012161404437478047,0.0012171309208880918,0.5,1025,0.0008137802789238127,0.0006607828328408713,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0006607828328408713,0.0007063904235522882,1.8404540543514298,1.8419529993770274,1.723028625964941
662,batch,45,4.0,0.05,80,8,0.1,0.01,0.02,640,0.0025255362488201265,0.0025265365261577513,0.5,1025,0.0003959085203276145,0.0025265365261577513,static,"[[80, 0.5]]",0.0031408125911753654,0.003150214591754179,0.9996040914796724,1.0,0.8020204505340901
663,batch,45,4.0,0.05,80,8,0.1,0.1,0.02,640,0.014429134476750326,0.014430223846791018,0.5,1025,7.549224823245155e-05,0.014430223846791018,static,"[[80, 0.5]]",0.02520395408318928,0.02536679793904421,0.9999245077517676,1.0,0.5688626479962702
664,batch,45,4.0,0.05,80,64,0.0,0.0,0.02,5120,0.0010127405097422276,0.001013734882095058,0.5,1025,0.0009808998095985637,0.0002488151417041201,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0002488151417041201,0.00030966257121031043,4.07025272982194,4.074249160047287,3.27367585347139
665,batch,45,4.0,0.05,80,64,0.0,0.0001,0.02,5120,0.001025935242613548,0.0010269297144036137,0.5,1025,0.0009683932367692338,0.00027385505142466654,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.00027385505142466654,0.00033433692626362935,3.7462710191992477,3.749902399321295,3.0715414114738415
666,batch,45,4.0,0.05,80,64,0.0,0.01,0.02,5120,0.002332213796873404,0.002333218112949763,0.5,1025,0.000430442430900365,0.002333218112949763,static,"[[80, 0.5]]",0.0027528061137579163,0.002777098076541702,0.9995695575690996,1.0,0.8401641024703387
667,batch,45,4.0,0.05,80,64,0.0,0.1,0.02,5120,0.014207473381053952,0.014208567190642066,0.5,1025,7.698239895959247e-05,0.014208567190642066,static,"[[80, 0.5]]",0.024845963525481476,0.02498401762452424,0.9999230176010404,1.0,0.5687062587041637
668,batch,45,4.0,0.05,80,64,0.1,0.0,0.02,5120,0.0010162147574283278,0.0010172091877339688,0.5,1025,0.0009776064919903749,0.00025181458863882816,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.00025181458863882816,0.0003126764840664653,4.035567450326959,4.039516507889575,3.2532321411089606
669,batch,45,4.0,0.05,80,64,0.1,0.0001,0.02,5120,0.0010294094902996483,0.0010304040200425245,0.5,1025,0.0009651842612522793,0.0002768544983593746,pure_two_phase,"[[17, 1.0], [63, 0.0]]",0.0002768544983593746,0.0003373508391197877,3.7182328493843357,3.7218250963905057,3.0543988647873053
670,batch,45,4.0,0.05,80,64,0.1,0.01,0.02,5120,0.0023356880445595044,0.0023366924185886737,0.5,1025,0.00042982722979689557,0.0023366924185886737,static,"[[80, 0.5]]",0.0027558055606926243,0.0027801119893978536,0.9995701727702031,1.0,0.8405029824337327
671,batch,45,4.0,0.05,80,64,0.1,0.1,0.02,5120,0.014210947628740053,0.014212041496280976,0.5,1025,7.696765740584463e-05,0.014212041496280976,static,"[[80, 0.5]]",0.02484899046847434,0.024987031537380387,0.9999230323425942,1.0,0.5687767062293848
672,batch,45,8.0,0.01,800,1,0.0,0.0,0.02,800,9.991664425119412e-05,9.998367389116736e-05,0.5,4097,0.0006704058509212419,9.998367389116736e-05,static,"[[800, 0.5]]",0.0005158355332792186,0.0005158518174700408,0.9993295941490787,1.0,0.1938224709210686
673,batch,45,8.0,0.01,800,1,0.0,0.0001,0.02,800,0.00010342105438684354,0.00010348809072978078,0.5,4097,0.0006477686704287804,0.00010348809072978078,static,"[[800, 0.5]]",0.0005370367617030629,0.0005371151463587319,0.9993522313295712,1.0,0.19267393859837736
674,batch,45,8.0,0.01,800,1,0.0,0.01,0.02,800,0.0004503576578161551,0.0004504253577525281,0.5,4097,0.00015030223145249156,0.0004504253577525281,static,"[[800, 0.5]]",0.0026349431203919436,0.0026421847063371057,0.9998496977685475,1.0,0.17047459122453196
675,batch,45,8.0,0.01,800,1,0.0,0.1,0.02,800,0.0036032207790849657,0.0036044005125047615,0.5,1025,0.00032730364333901995,0.0036044005125047615,static,"[[800, 0.5]]",0.021384238998712193,0.021779180706140558,0.999672696356661,1.0,0.16549752541832366
676,batch,45,8.0,0.01,800,1,0.1,0.0,0.02,800,0.0001488886820880222,0.00014895581603938785,0.5,4097,0.0004506970801858284,0.00014895581603938785,static,"[[800, 0.5]]",0.0005557434602037024,0.0005557434602034665,0.9995493029198141,1.0,0.26802981358494576
677,batch,45,8.0,0.01,800,1,0.1,0.0001,0.02,800,0.00015239309222367164,0.00015246023287800127,0.5,4097,0.00044038142315676136,0.00015246023287800127,static,"[[800, 0.5]]",0.0005769599793580063,0.0005770067890921542,0.9995596185768433,1.0,0.2642260641644751
678,batch,45,8.0,0.01,800,1,0.1,0.01,0.02,800,0.0004993296956529832,0.0004993974999007486,0.5,4097,0.00013577210093930424,0.0004993974999007486,static,"[[800, 0.5]]",0.002674897291835291,0.0026820763490705314,0.9998642278990607,1.0,0.1861980924121768
679,batch,45,8.0,0.01,800,1,0.1,0.1,0.02,800,0.0036521912522330838,0.003653372654652982,0.5,1025,0.000323373094281474,0.003653372654652982,static,"[[800, 0.5]]",0.021424495999619753,0.021819072348873987,0.9996766269057186,1.0,0.16743941246620053
680,batch,45,8.0,0.01,800,8,0.0,0.0,0.02,6400,3.978595290472397e-05,3.9790123371334684e-05,0.5,16385,0.00010481160291441014,3.9790123371334684e-05,static,"[[800, 0.5]]",6.423898404578354e-05,6.42389840459813e-05,0.9998951883970856,1.0,0.6194077313373062
681,batch,45,8.0,0.01,800,8,0.0,0.0001,0.02,6400,4.327056580294047e-05,4.327473668659784e-05,0.5,16385,9.63814912977445e-05,4.327473668659784e-05,static,"[[800, 0.5]]",8.54885640833615e-05,8.548856408355579e-05,0.9999036185087022,1.0,0.5062049778295665
682,batch,45,8.0,0.01,800,8,0.0,0.01,0.02,6400,0.0003881840601147618,0.00038825145489755544,0.5,4097,0.00017358539663784293,0.00038825145489755544,static,"[[800, 0.5]]",0.002186800124771994,0.002189196987802868,0.9998264146033622,1.0,0.17734879824004057
683,batch,45,8.0,0.01,800,8,0.0,0.1,0.02,6400,0.0035232290226859244,0.0035244034386335363,0.5,1025,0.0003332240386382239,0.0035244034386335363,static,"[[800, 0.5]]",0.02096817336437153,0.02131381902161475,0.9996667759613618,1.0,0.16535766936274404
684,batch,45,8.0,0.01,800,8,0.1,0.0,0.02,6400,4.5854940616415274e-05,4.58591118916757e-05,0.5,16385,9.095848324062069e-05,4.58591118916757e-05,static,"[[800, 0.5]]",6.918750642641996e-05,6.918750642661425e-05,0.9999090415167594,1.0,0.6628235972099603
685,batch,45,8.0,0.01,800,8,0.1,0.0001,0.02,6400,4.933955351463177e-05,4.934372520693886e-05,0.5,16385,8.454352178708005e-05,4.934372520693886e-05,static,"[[800, 0.5]]",9.043708646399792e-05,9.043708646418874e-05,0.9999154564782129,1.0,0.545613830963893
686,batch,45,8.0,0.01,800,8,0.1,0.01,0.02,6400,0.00039425303569669864,0.00039432044341789645,0.5,4097,0.00017094655456748362,0.00039432044341789645,static,"[[800, 0.5]]",0.002191752528123536,0.0021941455101834977,0.9998290534454325,1.0,0.17971480997398354
687,batch,45,8.0,0.01,800,8,0.1,0.1,0.02,6400,0.003529297804189587,0.0035304724271538776,0.5,1025,0.00033270985357542723,0.0035304724271538776,static,"[[800, 0.5]]",0.020973163692837225,0.02131876754399538,0.9996672901464245,1.0,0.16560396466953675
688,batch,45,8.0,0.01,800,64,0.0,0.0,0.02,51200,3.238652258492077e-05,3.239069067118732e-05,0.5,16385,0.0001286816112958295,8.320246104261131e-06,pure_two_phase,"[[88, 1.0], [712, 0.0]]",8.320246104261131e-06,8.320246104222967e-06,3.8924957482128244,3.8929967053016323,3.8929967053194887
689,batch,45,8.0,0.01,800,64,0.0,0.0001,0.02,51200,3.5868689387302855e-05,3.587285789037804e-05,0.5,16385,0.0001162021461440699,2.9568121542082604e-05,pure_two_phase,"[[88, 1.0], [712, 0.0]]",2.9568121542082604e-05,2.956812154204097e-05,1.2130865106277724,1.2132274902659024,1.2132274902676106
690,batch,45,8.0,0.01,800,64,0.0,0.01,0.02,51200,0.0003805400562737166,0.0003806074125901732,0.5,4097,0.0001769705849873818,0.0003806074125901732,static,"[[800, 0.5]]",0.002131190832030949,0.0021331077898850866,0.9998230294150127,1.0,0.17842858874500528
691,batch,45,8.0,0.01,800,64,0.0,0.1,0.02,51200,0.003513384164211099,0.003514557909861041,0.5,1025,0.00033396679754469743,0.003514557909861041,static,"[[800, 0.5]]",0.020916492119306882,0.021256195683912713,0.9996660332024553,1.0,0.1653427528671538
692,batch,45,8.0,0.01,800,64,0.1,0.0,0.02,51200,3.314433324583831e-05,3.3148501433089266e-05,0.5,16385,0.00012574285626073048,8.93822420467566e-06,pure_two_phase,"[[88, 1.0], [712, 0.0]]",8.93822420467566e-06,8.938224204640965e-06,3.708156395148404,3.7086227279630117,3.708622727977407
693,batch,45,8.0,0.01,800,64,0.1,0.0001,0.02,51200,3.66265000482204e-05,3.663066865227998e-05,0.5,16385,0.00011380092728182573,3.0186099642497133e-05,pure_two_phase,"[[88, 1.0], [712, 0.0]]",3.0186099642497133e-05,3.018609964245897e-05,1.2133564946117195,1.2134945914214748,1.2134945914230089
694,batch,45,8.0,0.01,800,64,0.1,0.01,0.02,51200,0.00038129786541986707,0.00038136522335207516,0.5,4097,0.00017662316352823297,0.00038136522335207516,static,"[[800, 0.5]]",0.002131809294232425,0.0021337257679855046,0.9998233768364718,1.0,0.17873207001297553
695,batch,45,8.0,0.01,800,64,0.1,0.1,0.02,51200,0.0035141419491207006,0.003515315720622943,0.5,1025,0.000333902157167961,0.003515315720622943,static,"[[800, 0.5]]",0.020917115311500478,0.021256813662013135,0.999666097842832,1.0,0.1653735962744486
696,batch,45,8.0,0.05,160,1,0.0,0.0,0.02,160,0.0005443780497732811,0.0005444471143905253,0.5,4097,0.0001268527565280392,0.0005444471143905253,static,"[[160, 0.5]]",0.0028068113997718226,0.00280681139977184,0.999873147243472,1.0,0.19397352969094478
697,batch,45,8.0,0.05,160,1,0.0,0.0001,0.02,160,0.0005479657797211783,0.0005480348512448842,0.5,4097,0.00012603491100795245,0.0005480348512448842,static,"[[160, 0.5]]",0.0028278992035188945,0.0028278992035189188,0.9998739650889921,1.0,0.19379575147619574
698,batch,45,8.0,0.05,160,1,0.0,0.01,0.02,160,0.0009031510445629151,0.0009032207998263318,0.5,4097,7.722946972668153e-05,0.0009032207998263318,static,"[[160, 0.5]]",0.004915591774479089,0.004915591774479103,0.9999227705302733,1.0,0.1837460963531791
699,batch,45,8.0,0.05,160,1,0.0,0.1,0.02,160,0.004130968420114689,0.004132183968748587,0.5,1025,0.0002941661463019778,0.004132183968748587,static,"[[160, 0.5]]",0.02348977486005785,0.02389461514684442,0.999705833853698,1.0,0.17293369001150424
700,batch,45,8.0,0.05,160,1,0.1,0.0,0.02,160,0.0008046809044037315,0.0008047505190947523,0.5,4097,8.650468607234813e-05,0.0008047505190947523,static,"[[160, 0.5]]",0.0030180223999572466,0.0030180223999572535,0.9999134953139277,1.0,0.26664829230762194
701,batch,45,8.0,0.05,160,1,0.1,0.0001,0.02,160,0.0008082686343516287,0.0008083382559491113,0.5,4097,8.612928680560231e-05,0.0008083382559491113,static,"[[160, 0.5]]",0.0030391102037043184,0.0030391102037043358,0.9999138707131944,1.0,0.2659785929986472
702,batch,45,8.0,0.05,160,1,0.1,0.01,0.02,160,0.0011623993086019003,0.001163524204530559,0.5,1025,0.0009668006254433773,0.001163524204530559,static,"[[160, 0.5]]",0.005126802774664513,0.00512680277466452,0.9990331993745566,1.0,0.22694928119342292
703,batch,45,8.0,0.05,160,1,0.1,0.1,0.02,160,0.004391263023545018,0.004392487373452813,0.5,1025,0.0002787372628992236,0.004392487373452813,static,"[[160, 0.5]]",0.02370316884906551,0.024105826147029843,0.9997212627371008,1.0,0.18221683615659967
704,batch,45,8.0,0.05,160,8,0.0,0.0,0.02,1280,0.00020213494563724258,0.00020220258468258453,0.5,4097,0.0003345112796066861,0.00020220258468258453,static,"[[160, 0.5]]",0.0003467174144776049,0.0003766470388120967,0.9996654887203933,1.0,0.5368489961325841
705,batch,45,8.0,0.05,160,8,0.0,0.0001,0.02,1280,0.0002056137056102298,0.0002056813514194763,0.5,4097,0.000328886448769637,0.0002056813514194763,static,"[[160, 0.5]]",0.0003680458359834292,0.0003976615937846019,0.9996711135512304,1.0,0.517227096189948
706,batch,45,8.0,0.05,160,8,0.0,0.01,0.02,1280,0.0005500109429359207,0.0005500792583717161,0.5,4097,0.00012419198643780379,0.0005500792583717161,static,"[[160, 0.5]]",0.0024781025360612677,0.0024781025360613405,0.9998758080135622,1.0,0.2219759878241374
707,batch,45,8.0,0.05,160,8,0.0,0.1,0.02,1280,0.003679778862682175,0.0036809693215739013,0.5,1025,0.00032340907726368263,0.0036809693215739013,static,"[[160, 0.5]]",0.021226406786297083,0.02139120201130455,0.9996765909227363,1.0,0.1720786573671096
708,batch,45,8.0,0.05,160,8,0.1,0.0,0.02,1280,0.00023324097826792094,0.00023330868324056026,0.5,4097,0.00029019482558010197,0.00023330868324056026,static,"[[160, 0.5]]",0.00037198343871720774,0.00040201375773120385,0.9997098051744199,1.0,0.5803499973663988
709,batch,45,8.0,0.05,160,8,0.1,0.0001,0.02,1280,0.00023671973824090816,0.00023678744997745202,0.5,4097,0.0002859599888013748,0.00023678744997745202,static,"[[160, 0.5]]",0.00039331186022303205,0.00042302831270370905,0.9997140400111987,1.0,0.5597437402335267
710,batch,45,8.0,0.05,160,8,0.1,0.01,0.02,1280,0.0005811169755665991,0.0005811853569296919,0.5,4097,0.00011765844111082216,0.0005811853569296919,static,"[[160, 0.5]]",0.0025034692549803818,0.0025034692549804546,0.9998823415588892,1.0,0.23215198499980355
711,batch,45,8.0,0.05,160,8,0.1,0.1,0.02,1280,0.0037108839063921544,0.0037120754201318768,0.5,1025,0.0003209831711016493,0.0037120754201318768,static,"[[160, 0.5]]",0.021251946653777328,0.021416568730223653,0.9996790168288984,1.0,0.17332727137066048
712,batch,45,8.0,0.05,160,64,0.0,0.0,0.02,10240,0.00016295743776852868,0.00016302489067040473,0.5,4097,0.0004137583015615742,4.4844093055107503e-05,pure_two_phase,"[[17, 1.0], [143, 0.0]]",4.4844093055107503e-05,8.782102592843136e-05,3.6338662835320448,3.6353704482342533,1.856330974808468
713,batch,45,8.0,0.05,160,64,0.0,0.0001,0.02,10240,0.00016642340605886846,0.00016649086570603468,0.5,4097,0.00040518527476053905,6.616353133419295e-05,pure_two_phase,"[[17, 1.0], [143, 0.0]]",6.616353133419295e-05,0.00010882681412515902,2.515334394989612,2.516353984570245,1.5298698858771853
714,batch,45,8.0,0.05,160,64,0.0,0.01,0.02,10240,0.0005095542668023824,0.0005096223942332773,0.5,4097,0.0001336821765796084,0.0005096223942332773,static,"[[160, 0.5]]",0.0021767879209629894,0.0021883998456004583,0.9998663178234204,1.0,0.2328744426014369
715,batch,45,8.0,0.05,160,64,0.0,0.1,0.02,10240,0.003627812743494956,0.0036289999262991163,0.5,1025,0.0003271377316811115,0.0036289999262991163,static,"[[160, 0.5]]",0.020955857473399172,0.02109360922264873,0.9996728622683189,1.0,0.1720426261809463
716,batch,45,8.0,0.05,160,64,0.1,0.0,0.02,10240,0.00016682442644650724,0.00016689188754826184,0.5,4097,0.0004042203773091547,4.7987082660391756e-05,pure_two_phase,"[[17, 1.0], [143, 0.0]]",4.7987082660391756e-05,9.0976464400018e-05,3.476444434581207,3.477850252522506,1.8344512358102676
717,batch,45,8.0,0.05,160,64,0.1,0.0001,0.02,10240,0.000170290394736847,0.0001703578625838918,0.5,4097,0.0003960360033959104,6.93065209394772e-05,pure_two_phase,"[[17, 1.0], [143, 0.0]]",6.93065209394772e-05,0.00011198225259674913,2.457061650599303,2.458035121004832,1.521293407066517
718,batch,45,8.0,0.05,160,64,0.1,0.01,0.02,10240,0.0005134212554803611,0.0005134893911111344,0.5,4097,0.00013269140892253103,0.0005134893911111344,static,"[[160, 0.5]]",0.0021799309105682736,0.002191555284072052,0.9998673085910774,1.0,0.23430364492427394
719,batch,45,8.0,0.05,160,64,0.1,0.1,0.02,10240,0.0036316796091733577,0.0036328669231769735,0.5,1025,0.00032682562524956934,0.0036328669231769735,static,"[[160, 0.5]]",0.020959034297233795,0.021096764661120326,0.9996731743747505,1.0,0.17220019190298222
720,batch,65,1.0,0.01,100,1,0.0,0.0,0.02,100,0.11762791848330682,0.11762812516009116,0.5,1025,1.757035437385516e-06,0.1152945978463421,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.1152945978463421,nan,1.0202379008257996,1.0202396934230955,nan
721,batch,65,1.0,0.01,100,1,0.0,0.0001,0.02,100,0.11765503000454036,0.11765523670199238,0.5,1025,1.7568062230748357e-06,0.11532207216053007,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11532207216053007,nan,1.020229933440346,1.0202317257897908,nan
722,batch,65,1.0,0.01,100,1,0.0,0.01,0.02,100,0.12033907060665831,0.12033927935021049,0.5,1025,1.7346252471083703e-06,0.11804202926513685,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11804202926513685,nan,1.0194595209504747,1.0194612893337656,nan
723,batch,65,1.0,0.01,100,1,0.0,0.1,0.02,100,0.14473943971682185,0.1447396670612846,0.5,1025,1.5707129038727666e-06,0.1427627110594103,pure_two_phase,"[[48, 1.0], [52, 0.0]]",0.1427627110594103,nan,1.0138462532880097,1.0138478457519038,nan
724,batch,65,1.0,0.01,100,1,0.1,0.0,0.02,100,0.11765895231437382,0.1176591590309154,0.5,1025,1.756909902138183e-06,0.11532556549600485,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11532556549600485,nan,1.0202330403352742,1.0202348327959543,nan
725,batch,65,1.0,0.01,100,1,0.1,0.0001,0.02,100,0.11768606383560735,0.11768627057281661,0.5,1025,1.7566807771910401e-06,0.11535303981019282,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11535303981019282,nan,1.0202250762463945,1.0202268684593228,nan
726,batch,65,1.0,0.01,100,1,0.1,0.01,0.02,100,0.12037010443772533,0.12037031322103475,0.5,1025,1.7345083171419763e-06,0.11807299691479958,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11807299691479958,nan,1.0194549777082673,1.0194567459644723,nan
727,batch,65,1.0,0.01,100,1,0.1,0.1,0.02,100,0.1447704735478888,0.1447707009321088,0.5,1025,1.5706508191535688e-06,0.14279369340526182,pure_two_phase,"[[48, 1.0], [52, 0.0]]",0.14279369340526182,nan,1.01384360958447,1.0138452019812672,nan
728,batch,65,1.0,0.01,100,8,0.0,0.0,0.02,800,0.11582629911850667,0.11582650850077542,0.5,1025,1.8077232185933394e-06,0.11341241671622937,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11341241671622937,nan,1.021284110436665,1.0212859566390016,nan
729,batch,65,1.0,0.01,100,8,0.0,0.0001,0.02,800,0.11585329520899644,0.11585350461220342,0.5,1025,1.8074827143437849e-06,0.1134397804959118,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.1134397804959118,nan,1.0212757350422732,1.0212775809838472,nan
730,batch,65,1.0,0.01,100,8,0.0,0.01,0.02,800,0.11852590816748387,0.11852611964357532,0.5,1025,1.7842150918290883e-06,0.11614879468447376,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11614879468447376,nan,1.0204661054767525,1.0204679262110272,nan
731,batch,65,1.0,0.01,100,8,0.0,0.1,0.02,800,0.14282238960827875,0.14282261992877437,0.5,1025,1.6126331790780507e-06,0.14077138503675274,pure_two_phase,"[[48, 1.0], [52, 0.0]]",0.14077138503675274,nan,1.0145697548616897,1.0145713909931773,nan
732,batch,65,1.0,0.01,100,8,0.1,0.0,0.02,800,0.11583016213394236,0.11583037152124148,0.5,1025,1.807706358655194e-06,0.1134162717595621,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.1134162717595621,nan,1.021283457275845,1.021285303459782,nan
733,batch,65,1.0,0.01,100,8,0.1,0.0001,0.02,800,0.11585715822443214,0.11585736763266949,0.5,1025,1.8074658662335263e-06,0.11344363553924454,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11344363553924454,nan,1.021275082323615,1.0212769282468028,nan
734,batch,65,1.0,0.01,100,8,0.1,0.01,0.02,800,0.11852977118291956,0.11852998266404137,0.5,1025,1.784199381927169e-06,0.11615264972780648,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11615264972780648,nan,1.020465494852538,1.0204673155696917,nan
735,batch,65,1.0,0.01,100,8,0.1,0.1,0.02,800,0.14282625262371443,0.1428264829492404,0.5,1025,1.612624782386227e-06,0.1407752419160384,pure_two_phase,"[[48, 1.0], [52, 0.0]]",0.1407752419160384,nan,1.014569399276183,1.0145710353985782,nan
736,batch,65,1.0,0.01,100,64,0.0,0.0,0.02,6400,0.11560247198262344,0.11560268170349261,0.5,1025,1.8141522850554264e-06,0.11317846137116251,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11317846137116251,nan,1.0214175964410006,1.0214194494514288,nan
737,batch,65,1.0,0.01,100,64,0.0,0.0001,0.02,6400,0.1156294537194415,0.11562966346128276,0.5,1025,1.8139103321556882e-06,0.11320581140919195,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11320581140919195,nan,1.0214091686643991,1.0214110214124044,nan
738,batch,65,1.0,0.01,100,64,0.0,0.01,0.02,6400,0.11830064566442984,0.11830085748250771,0.5,1025,1.7905033182081277e-06,0.11591346517410316,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11591346517410316,nan,1.0205945054506058,1.0205963328317265,nan
739,batch,65,1.0,0.01,100,64,0.0,0.1,0.02,6400,0.14258420880068753,0.14258443949364363,0.5,1025,1.617939214954836e-06,0.14052386332260028,pure_two_phase,"[[48, 1.0], [52, 0.0]]",0.14052386332260028,nan,1.01466189036774,1.0146635320316586,nan
740,batch,65,1.0,0.01,100,64,0.1,0.0,0.02,6400,0.11560295460711063,0.11560316432860955,0.5,1025,1.8141501587364367e-06,0.11317894300383685,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11317894300383685,nan,1.0214175140617068,1.0214193670698137,nan
741,batch,65,1.0,0.01,100,64,0.1,0.0001,0.02,6400,0.11562993634392868,0.11563014608639968,0.5,1025,1.8139082073427452e-06,0.11320629304186627,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.11320629304186627,nan,1.0214090863408634,1.021410939086549,nan
742,batch,65,1.0,0.01,100,64,0.1,0.01,0.02,6400,0.11830112828891702,0.11830134010762464,0.5,1025,1.7905013368644001e-06,0.1159139468067775,pure_two_phase,"[[47, 1.0], [53, 0.0]]",0.1159139468067775,nan,1.0205944284350772,1.0205962558140376,nan
743,batch,65,1.0,0.01,100,64,0.1,0.1,0.02,6400,0.14258469142517471,0.14258492211876056,0.5,1025,1.6179381551524012e-06,0.14052434518475054,pure_two_phase,"[[48, 1.0], [52, 0.0]]",0.14052434518475054,nan,1.0146618455166283,1.014663487179399,nan
744,batch,65,1.0,0.05,20,1,0.0,0.0,0.02,20,0.12563704988357124,0.1256372378509279,0.5,1025,1.4961118205643682e-06,0.12135781263897029,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.12135781263897029,nan,1.035261324768034,1.0352628736370566,nan
745,batch,65,1.0,0.05,20,1,0.0,0.0001,0.02,20,0.125664783624768,0.12566497161092136,0.5,1025,1.495931212621846e-06,0.12138561504225033,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.12138561504225033,nan,1.0352526827913524,1.0352542314604702,nan
746,batch,65,1.0,0.05,20,1,0.0,0.01,0.02,20,0.12841042400324382,0.12841061385027402,0.5,1025,1.4784372141455874e-06,0.12413805296697522,pure_two_phase,"[[9, 1.0], [11, 0.0]]",0.12413805296697522,nan,1.0344162884317607,1.0344178177535575,nan
