angle_deg,epsilon,ridge,budget,analytic,grid_min,minimum_margin,grid_points
80,0.001,0.07,8.0,1.386187993250571e-05,1.386187993250572e-05,1.0164395367051604e-20,101
80,0.001,0.07,16.0,4.686250956325967e-10,4.686250956325986e-10,1.8611563782443123e-24,101
80,0.1,0.0,0.1,0.490664706381717,0.49066470638171666,-3.3306690738754696e-16,101
80,0.1,0.0,1.0,0.17650051403294514,0.17650051403294514,0.0,101
80,0.1,0.0,4.0,0.006406508936082476,0.006406508936082479,2.6020852139652106e-18,101
80,0.1,0.0,8.0,0.00010909854799870814,0.00010909854799870825,1.0842021724855044e-19,101
80,0.1,0.0,16.0,9.4046649939331e-08,9.404664993933113e-08,1.3234889800848443e-22,101
80,0.1,0.07,0.1,0.4838432620194693,0.48384326201946937,5.551115123125783e-17,101
80,0.1,0.07,1.0,0.15344217542666333,0.15344217542666327,-5.551115123125783e-17,101
80,0.1,0.07,4.0,0.003659455971918737,0.003659455971918739,1.734723475976807e-18,101
80,0.1,0.07,8.0,3.55966518346903e-05,3.5596651834690326e-05,2.710505431213761e-20,101
80,0.1,0.07,16.0,1.0012065694420324e-08,1.0012065694420336e-08,1.1580528575742387e-23,101
80,1.0,0.0,0.1,0.9049738423972309,0.9049738423972306,-3.3306690738754696e-16,101
80,1.0,0.0,1.0,0.3734398536177488,0.37343985361774873,-5.551115123125783e-17,101
80,1.0,0.0,4.0,0.02291442939316535,0.022914429393165354,3.469446951953614e-18,101
80,1.0,0.0,8.0,0.0007146795209262087,0.000714679520926209,3.2526065174565133e-19,101
80,1.0,0.0,16.0,9.089984605433714e-07,9.089984605433727e-07,1.2705494208814505e-21,101
80,1.0,0.07,0.1,0.8923924836100356,0.8923924836100358,1.1102230246251565e-16,101
80,1.0,0.07,1.0,0.32465301216871445,0.32465301216871434,-1.1102230246251565e-16,101
80,1.0,0.07,4.0,0.013088929762299745,0.01308892976229975,5.204170427930421e-18,101
80,1.0,0.07,8.0,0.0002331854873090956,0.0002331854873090958,2.168404344971009e-19,101
80,1.0,0.07,16.0,9.677061659249056e-08,9.677061659249069e-08,1.3234889800848443e-22,101
