case,angle,budget,epsilon,sigma,stages,risk,noise_risk,noise_lower,total_lower,violation
409,0.8967936433796173,4.635960640198365,0.1,0.3,20,0.13799137114617205,0.1237703731126534,0.11949628135661085,0.1269912325703857,False
410,0.49838271366984715,17.296073805026985,0.001,0.1,2,0.03574541708673311,0.034458439979304145,0.0316497925621784,0.03168032577614359,False
411,0.5166892719040034,19.74131506295779,0.1,0.1,20,0.037077390083627385,0.033117532805588185,0.030925491273973392,0.0326506660911226,False
412,0.5220787646987569,3.246638190553012,0.0,0.3,2,0.14379222473015976,0.14284767065893467,0.13529902670175672,0.13596365070272753,False
413,1.2482685663219515,8.559725079303835,0.0,0.1,2,0.014284229963797183,0.01374452473326045,0.010585765050832259,0.010585778094196205,False
414,0.6892908679105301,17.200814747224108,0.001,0.1,20,0.023019066775247288,0.022737482044641384,0.021210975838690044,0.021215926798774078,False
415,0.4074141592160452,10.087792184166371,0.1,0.3,5,0.32316555719962076,0.3036428343475829,0.28425361121650977,0.2988797527432886,False
416,0.536259582342933,4.763684168076355,0.0,0.01,20,0.0017815714201147002,0.00019009967827283611,0.00018612969728593886,0.00021622736470981353,False
417,1.326794329111002,14.038628409473892,0.1,0.01,1,0.00012797744939062984,0.00011224029237213941,0.00010163755802615425,0.00010232308498780343,False
418,0.4014405350701343,18.103298726943038,0.001,0.01,2,0.004699737871352112,0.000504657399098303,0.00039581958468353157,0.000453288662370719,False
419,0.8967376061327119,5.297128670961071,0.1,0.01,2,0.007250764157278563,0.00013904869209406095,0.00013699353052990163,0.00573618012523856,False
420,1.163624951202353,15.934679588845926,0.0,0.1,5,0.02998406402623935,0.029702255446926604,0.01124572845424485,0.011245728454248665,False
421,0.3722853051172579,5.051853671510769,0.001,0.1,20,0.022731113021033325,0.022087036764477395,0.021981487458877694,0.022294134199330302,False
422,0.7078244973357677,11.255254489314309,0.0,0.1,1,0.020535414189267166,0.020380750743651387,0.019859542863838054,0.019859542917203037,False
423,0.9405264571156133,12.389475326930421,0.001,0.1,1,0.034072368665790775,0.02659352318105586,0.014122358137611875,0.014124239326816772,False
424,1.3186348312056089,7.043237964744962,0.1,0.1,1,0.010942252018339909,0.010439106261453347,0.010177973012980212,0.01042576992722811,False
425,0.5268069767416688,8.119438352512633,0.1,0.3,20,0.24902641215418259,0.23211277456371443,0.21831769746242372,0.23033556433356553,False
426,0.28573362939113467,17.567117315639805,0.001,0.01,20,0.0006491346345988189,0.000510646069929617,0.0004949685201188021,0.0006164384694238836,False
427,1.0902109385568923,17.834436375713924,0.0,0.3,1,0.14890534156290605,0.14879224721866452,0.10784636808956097,0.10784636808956105,False
428,0.28069204319973695,1.7513336267908028,0.1,0.1,20,0.07023371304715498,0.010624870155561981,0.010600721749689792,0.0691655152140621,False
429,1.1619422474198302,13.541049883237445,1.0,0.3,20,0.11530601674217979,0.1151548177617377,0.1013366524522909,0.10142000231043774,False
430,1.065833715645414,8.392440735212901,0.1,0.3,1,0.11019077904155752,0.10971690432596162,0.10967462240396446,0.11014552964791294,False
431,0.9931821251177102,9.183313777545846,1.0,0.3,5,0.17571461417664266,0.1540685720610056,0.11849490441316478,0.12385156545866054,False
432,1.1138838199289687,17.169770267040334,0.0,0.3,20,0.12239286584644132,0.12238778760731898,0.10552634001994139,0.1055263400199417,False
433,1.0383144501264145,14.436697248131209,1.0,0.1,1,0.07623575491254787,0.030105763896020876,0.012619064647826625,0.01284889062966741,False
434,0.4414959476871801,17.36015391453269,0.001,0.1,5,0.036353277665629985,0.03624959038092373,0.03588960379350211,0.03593686061373549,False
435,0.9167845325205712,12.680998437167242,0.001,0.3,1,0.25481883232279245,0.24741044035783852,0.13111929068167882,0.13112138949980084,False
436,0.7184911279485433,0.8202637503166683,1.0,0.01,2,0.516438740112892,5.824167958999565e-05,5.802078823842062e-05,0.5100116641582392,False
437,1.164097435617993,14.43818186591781,0.001,0.1,20,0.012469202366537306,0.012462168121731596,0.011241118077497732,0.011241164093429509,False
438,0.9810487541780915,6.580486912800608,1.0,0.1,20,0.03641023131776536,0.013287501826377815,0.013038217515372154,0.03376258187508606,False
439,0.21130069449600586,11.268890925043292,0.1,0.01,20,0.027553091078746955,0.0004409942538404069,0.0004297404142104755,0.02522457494495404,False
440,0.35668720168046875,11.86827363176275,0.1,0.01,20,0.0208623339038223,0.00042140465257798195,0.00036785511084862194,0.015103766775469646,False
441,0.952905376810977,1.7659682256025107,0.1,0.01,5,0.06950163097503183,0.00010089759119418353,8.953155603769089e-05,0.05048270799816498,False
442,0.5121730099285254,17.09870761547868,0.001,0.01,2,0.0007653471667069644,0.00032704934738716536,0.0003065029831449741,0.0003346258094597102,False
443,0.6665352521455471,16.62078065059592,1.0,0.01,5,0.00946463594830551,0.00022820875771169133,0.00022132201250262326,0.007554482079517703,False
444,0.775935568818801,8.848724475609446,0.0,0.1,5,0.018590497100076122,0.017720322380859032,0.017322879023979113,0.01732288625746257,False
445,0.3626745362242537,0.29714255981418,1.0,0.01,2,0.7630197591602231,2.5869141345547492e-05,2.586638717939452e-05,0.762700002631857,False
446,1.128719732263083,14.627960120130725,0.0,0.01,20,0.00022749133159279223,0.00012674218180578657,0.00011572861062583187,0.00011572861068068124,False
447,1.016190207695144,15.96080281045329,1.0,0.01,1,0.01971020012567283,0.0002628699925997868,0.00012928073421427836,0.00026741455456505924,False
448,1.2748500216009861,10.132756433188487,1.0,0.1,5,0.012031061983456666,0.011410189266617882,0.010432669847310085,0.010687901997262477,False
449,0.2910394159697385,7.204849861284747,0.0,0.1,1,0.03992202588969053,0.03321351219150524,0.029699924487511475,0.029700131385308956,False
450,0.6843196951531905,15.199587340387826,1.0,0.1,20,0.03602770820597938,0.024127344995089305,0.021277135776988358,0.030162687419979756,False
451,0.3537259079602918,1.746668248171047,0.001,0.01,5,0.020160947450144056,0.00010513169462623959,0.00010448044191561368,0.014292591613488751,False
452,0.557956391075805,17.725518027223103,0.1,0.1,20,0.045715680861775645,0.04186776768475433,0.027862548510105705,0.029535735743579476,False
453,0.7246922209889768,18.43060786141507,0.001,0.3,1,0.5416494179908172,0.5221897487306302,0.17891979104030042,0.17892212096575347,False
454,1.109353591809706,11.92034524836835,1.0,0.01,1,0.0006348836394489907,0.00011983186820860935,0.00011766208407969199,0.0005344795034576824,False
455,1.3880107150094714,7.33277587169163,1.0,0.1,20,0.014811352194369916,0.013115658521501438,0.009907068328790123,0.010895764142859426,False
456,1.216252336135476,8.856591865484669,0.0,0.01,1,0.035210167327767536,0.0002588005569736717,0.00010805554135013973,0.00010806265966663945,False
457,1.3698917017590337,4.8655968564588985,1.0,0.01,5,0.01006595653790621,0.00010399700758108771,9.873587413323554e-05,0.009675857695988497,False
458,0.23458354637709633,1.6328755244475495,0.1,0.1,5,0.07412443764400276,0.010123907757450357,0.010122661141303082,0.07360784577153666,False
459,1.3202614541064073,13.465923687392412,0.001,0.3,2,0.1432103596460571,0.1431561394193884,0.09175127220922216,0.09175129838481912,False
460,1.3181064886416496,12.144366296513988,0.001,0.1,5,0.010952605698253745,0.010949747030320266,0.010204697491079768,0.010204800957513577,False
461,1.3808791333621686,1.765925479761576,0.0,0.01,1,0.08661761725738677,8.804806001748391e-05,8.171894852119114e-05,0.013709632000930084,False
462,0.36781484834948097,12.876267002656608,1.0,0.3,5,0.5521232972160692,0.38021544307394156,0.3375076196588764,0.4637662228405501,False
463,0.9844742981328056,15.647741594305243,1.0,0.3,1,0.12658621391032226,0.12619186084359457,0.12065732815137535,0.12090364646099497,False
464,0.7710162164962162,5.454183421841838,0.1,0.3,20,0.16680651491159465,0.15582840591425415,0.141043661981792,0.1496751975789712,False
465,0.2291221970719377,2.457032743571551,0.001,0.01,5,0.004701960205767528,0.00013814242908345703,0.00013804140205100822,0.0034690022385742638,False
466,0.5897627496782489,9.655744253243967,0.0,0.1,2,0.02806043682830364,0.027765539840432424,0.023420921613924967,0.023420923008235957,False
467,0.5159899417268197,13.22931055489013,1.0,0.1,1,0.10452475150787413,0.03189157622684,0.028904511724026687,0.0815216463561112,False
468,1.1241567152738632,19.606503002922466,0.1,0.1,5,0.02948713493476661,0.029389884736778636,0.011619664665368054,0.011619996803025858,False
469,1.0812957312995883,5.731411985460069,0.0,0.3,5,0.12339994217749434,0.1221022872345641,0.10575152206064897,0.10575570194227527,False
470,0.2645661908934088,10.131366573686007,0.0,0.3,2,0.3465476569171382,0.3461711561576225,0.34209202105377085,0.34209202158218804,False
471,0.959716519722916,16.53271062569819,1.0,0.01,2,0.0017480110970866682,0.00015491998248210636,0.00013817464314525778,0.00036270776270538223,False
472,0.790494679724248,14.708949884830114,0.0,0.3,1,0.2313832105398293,0.2296010927931531,0.15858978804703674,0.15858978804708324,False
473,0.21229481451412782,18.75383084926164,0.0,0.01,5,0.0009146312656455973,0.0006152353476474641,0.0005772227826311218,0.0005772227826311339,False
474,1.3112860184035124,8.084692776476935,0.1,0.3,5,0.10200829724118574,0.10170236858664744,0.09204543349898771,0.09214823370329031,False
475,0.7476855241503242,12.291213663399073,1.0,0.3,1,0.6561764645408164,0.41498516898690696,0.16870177621600554,0.18022606743315403,False
476,0.33840842788491204,19.461513528995585,0.1,0.3,2,0.4702539247296882,0.46142529808596067,0.4171318186495279,0.4247442904906694,False
477,0.6099523051875317,3.0783574347184666,0.1,0.01,1,0.05499101257661067,0.0001553688374097033,0.0001385631693983469,0.027146175770117464,False
478,0.7202513143793146,7.382264336330359,0.0,0.1,2,0.027474020933090232,0.01982765251402451,0.018067021125035117,0.018067165195052075,False
479,1.3336993247212288,5.953974992496392,0.0,0.1,2,0.021110328465996794,0.01373722844233252,0.010078785057366854,0.010081439552269344,False
